Song,Artist,Title,MoodsStrSplit,SampleURL
MT0005515169,Orange 9mm,Feel It,"Angry, Hostile, Nihilistic, Outraged",http://rovimusic.rovicorp.com/playback.mp3?c=zMsOQxSMi8bJ3_xwhZCUgawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0005520274,Dead Can Dance,Song of the Dispossessed,"Brooding, Cerebral, Gloomy, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=DfgLLT1RB3DwVlM1dUxOkjqpU4hxl5saPDaNIVORh-E=&f=J
MT0005523766,Johnny Otis,Willie and the Hand Jive,"Celebratory, Happy, Humorous, Joyous, Rollicking",http://rovimusic.rovicorp.com/playback.mp3?c=DokbIL072BwB2T6EnpzBv_3pqi0RS20pHqZddGAWQOA=&f=J
MT0005550288,Biohazard,In Vain,"Angry, Harsh, Hostile, Malevolent, Nihilistic, Ominous, Rowdy, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=BvSk31aKMeWuXTI2LviWHqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0005550441,Diego Torres,Penélope,"Calm, Neutral, Nostalgic",http://rovimusic.rovicorp.com/playback.mp3?c=RKkEiiL1VZ2nv0earI20VzqpU4hxl5saPDaNIVORh-E=&f=J
MT0005595173,The Blueskins,Bad Day,"Explosive, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=kaA-H79jMFCtxN3nrckLAZjWf7KriH64XH0cLbjLrOY=&f=I
MT0005606947,Fudge Tunnel,Best Friend's Wife,"Angry, Hostile, Malevolent, Paranoid",http://rovimusic.rovicorp.com/playback.mp3?c=LJrFZ7Uolp7yvHJcylaxc5jWf7KriH64XH0cLbjLrOY=&f=J
MT0005608787,Nusrat Fateh Ali Khan,Sea of Vapours,"Earthy, Organic, Reverent, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=7Xgt76P5WSswwRMZZdohF_h0BJxFGWncDvRkmPV4knk=&f=J
MT0005625762,Big Tymers,Intro,"Energetic, Exciting, Fun, Provocative, Street-Smart, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=j2oE4lQR1ZFNeJU2lx45Gs2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0005656534,Nat King Cole,The Christmas Song,"Amiable, Good-Natured, Calm, Neutral, Cheerful, Delicate, Dreamy, Earnest, Elegant, Gentle, Innocent, Intimate, Nostalgic, Poignant, Precious, Refined, Reflective, Relaxed, Reserved, Sentimental, Smooth, Soft, Quiet, Soothing, Sweet, Warm, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=w8Bmb4ky7ao_brU3Kw212PQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0005673020,Against Me!,Justin,"Bitter, Cynical, Sarcastic, Harsh, Ironic, Outraged, Rebellious",http://rovimusic.rovicorp.com/playback.mp3?c=shDa_bhVaSOUZULyb3weuf3pqi0RS20pHqZddGAWQOA=&f=J
MT0005674518,John Lennon,Ain't That a Shame,"Carefree, Cheerful, Lively, Positive",http://rovimusic.rovicorp.com/playback.mp3?c=WjS2kcgW-CS4cG5AW5odW_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0005695311,Martine McCutcheon,Perfect Moment,"Delicate, Lush, Precious",http://rovimusic.rovicorp.com/playback.mp3?c=easxqxIwLArvpSkZq9yQZfQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0005713768,Jeff Beck,Let Me Love You,"Cathartic, Fiery, Gritty, Intense, Sexual",http://rovimusic.rovicorp.com/playback.mp3?c=14YyieSVx-aBnklI9Z_XdDqpU4hxl5saPDaNIVORh-E=&f=J
MT0005737276,Stan Kenton,Crazy Rhythm,"Exciting, Joyous, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=wST-DfY1vfQ_b-IJolB-Mv3pqi0RS20pHqZddGAWQOA=&f=J
MT0005751512,Imperial,With Blood Comes Cleansing,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=jOG-s6e1zCAJDPT1YSoa3fh0BJxFGWncDvRkmPV4knk=&f=J
MT0005752234,Tracy Byrd,The Truth About Men,"Amiable, Good-Natured, Cheerful, Freewheeling, Fun, Humorous, Playful, Rousing, Silly",http://rovimusic.rovicorp.com/playback.mp3?c=cGb78X0LnIH0w_-6u7A4Ws2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0005798527,Kenny G,Homeland,"Atmospheric, Calm, Neutral, Ethereal, Nocturnal, Reserved, Sensual, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=cUeJSLD7Jfv9isv6-Wjzo2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0005832516,Rev. Thomas A. Dorsey,What Could I Do?,"Gutsy, Intense, Joyous, Reverent, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=uEUcnZYWjgGIA-UrY45O-oapJnH0KBK7tayJ1L1z1aM=&f=J
MT0005850999,Bob Marley,Why Should I,"Bittersweet, Bright, Earnest, Hypnotic, Light, Lively, Plaintive, Reflective, Searching, Slick, Smooth, Spiritual, Yearning",http://rovimusic.rovicorp.com/playback.mp3?c=JNVe7nYFazcx3Adev-i01vKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0005884980,Il Divo,O Holy Night,"Calm, Neutral, Dreamy, Ethereal, Hypnotic, Restrained, Reverent, Soothing, Spiritual, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=rf4WzHsX6jBW9Q_JaxXL4jqpU4hxl5saPDaNIVORh-E=&f=J
MT0005897799,I-20,Block Lockdown,"Hungry, Rambunctious, Reckless, Sleazy, Thuggish, Uncompromising, Volatile, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=exxxfdKpV5UkiGNd78SJ4PKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0005951020,Spoon,Mountain to Sound,"Tense, Anxious, Visceral, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=yXoW_2lwYTQzEBVGx--Q0PQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0005963165,Depeche Mode,Love in Itself 2,"Bitter, Bleak, Brooding, Detached, Hypnotic, Melancholy, Ominous, Restrained",http://rovimusic.rovicorp.com/playback.mp3?c=sTy-qSkT18yzHuk7vUox1pjWf7KriH64XH0cLbjLrOY=&f=I
MT0005981667,John Lee Hooker,Jailhouse Blues,"Greasy, Lazy, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=zYWX_EoouedjMvzhtxaBPWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0005987148,Teedra Moses,Be Your Girl,"Sexy, Soft, Quiet",http://rovimusic.rovicorp.com/playback.mp3?c=3Yl7D5BJ-eIRIVDk2eRpZPh0BJxFGWncDvRkmPV4knk=&f=J
MT0006001707,New Model Army,Ambition,"Explosive, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=ufTRrI5NQ4xGD8y0Au45EzqpU4hxl5saPDaNIVORh-E=&f=I
MT0006037085,Willie Nelson,Pretty Paper,"Amiable, Good-Natured, Bittersweet, Delicate, Dramatic, Dreamy, Earthy, Elegant, Gentle, Innocent, Intimate, Light, Melancholy, Nostalgic, Precious, Refined, Reflective, Relaxed, Reserved, Reverent, Sentimental, Soft, Quiet, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=iTUQvjtQkgI6rJiZP6wc8fQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0006096934,Lil' Kim,Kronik,"Erotic, Pulsing, Sensual, Strong, Thrilling",http://rovimusic.rovicorp.com/playback.mp3?c=nVXzGzPgh_1CjylHeMaCdvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0006107326,Beyoncé,Amor Gitano,"Confident, Delicate, Dramatic, Dreamy, Elaborate, Elegant, Gentle, Intimate, Lively, Lush, Passionate, Precious, Refined, Reflective, Romantic, Rousing, Sensual, Stylish, Sweet, Theatrical, Warm, Yearning",http://rovimusic.rovicorp.com/playback.mp3?c=nQ-d28sD_DMO9n0qjI_L1KwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0006117018,Vince Guaraldi,Linus and Lucy With the Band,"Agreeable, Carefree, Dreamy, Positive, Pulsing",http://rovimusic.rovicorp.com/playback.mp3?c=PxqUjOyr-8NnoHRnIP7QLYapJnH0KBK7tayJ1L1z1aM=&f=I
MT0006159067,Floyd Jones,On the Road Again,"Bitter, Bleak, Gloomy, Ominous, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=ycD_P670UCg_7A_gdsIK1vQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0006164654,Richard & Mimi Fariña,"Reno, Nevada","Atmospheric, Austere, Circular, Ethereal, Joyous, Organic, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=2xDOFl33EiJSxhpRbpQf__h0BJxFGWncDvRkmPV4knk=&f=J
MT0006171393,Laurie Anderson,Walking and Falling,"Austere, Clinical, Complex, Detached, Eccentric, Indulgent, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=t661vDkiCcEn6W-12U-gO82KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0006254062,The Holmes Brothers,I Want You to Want Me,"Innocent, Melancholy, Organic, Soft, Quiet, Soothing, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=ErRyAOl7bDGZdHKsraDG4WjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0006292011,Ennio Morricone,Wait,"Elaborate, Tense, Anxious",http://rovimusic.rovicorp.com/playback.mp3?c=-3oaUTgS-W4INv04SK2h1v3pqi0RS20pHqZddGAWQOA=&f=J
MT0006315323,Kenny Dorham,Afrodisia,"Provocative, Spicy, Stately",http://rovimusic.rovicorp.com/playback.mp3?c=peU9XqQmBybZv4PVRAEgZ_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0006352493,Red Buddha,Love Theme from Blade Runner,"Atmospheric, Calm, Neutral, Eerie, Ethereal, Hypnotic, Nocturnal, Reserved, Restrained, Somber, Spacey, Sparkling, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=_6STyJObniS39e2T-ryeaPh0BJxFGWncDvRkmPV4knk=&f=J
MT0006367176,Enrique Iglesias,I Will Survive,"Effervescent, Gutsy, Melancholy, Sensual, Slick, Spicy, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=2nv7vjzBk5ErV1VmgdPYjawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0006397809,Don Carlos,Oh Girl,"Acerbic, Bitter, Cynical, Sarcastic, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=8ECuGUJxaEkxZWGgnhMHVPKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0006400514,Leonard Cohen,The Butcher,"Bittersweet, Literate, Melancholy, Sad, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=9W3FNe1G0G5SMGHN3Xp5m_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0006410285,Peter Tosh,No Sympathy,"Anguished, Distraught, Bleak, Sad, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=ApLPo1eSynhd4ov6DBO5nawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0006484633,The Forsaken,A Time to Die,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=X9FNlkuGUEBl-mvV6t4d1KwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0006510599,7 Year Bitch,Dead Men Don't Rape,"Angry, Confrontational, Fiery, Hostile, Outrageous, Provocative, Raucous, Rebellious, Reckless, Uncompromising, Visceral",http://rovimusic.rovicorp.com/playback.mp3?c=Tr12ONr2DtaeIN94hK8P5PQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0006520567,The Make-Up,The Prophet,"Angry, Confrontational, Fiery, Gritty, Harsh, Intense, Nocturnal, Ominous, Rebellious, Tense, Anxious",http://rovimusic.rovicorp.com/playback.mp3?c=giqg2e44fdeea49zmBTVBZjWf7KriH64XH0cLbjLrOY=&f=J
MT0006540794,Hank Ballard,Look at Little Sister,"Exciting, Joyous, Raucous, Rowdy, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=HNA26vb3He6u1WxU0zrEcfKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0006552038,Cryptopsy,Keeping the Cadaver Dogs Busy,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=G_h6aH9Wz4TUuQLZ5GZR5PKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0006553914,The Futureheads,Fit But You Know It,"Cynical, Sarcastic, Druggy, Reckless, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=SDqYnludJqTqldjQWXw_Pc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0006555035,Lee Konitz,The Night Has a Thousand Eyes,"Cerebral, Complex, Detached, Restrained",http://rovimusic.rovicorp.com/playback.mp3?c=9IfS3AvqVB1_-xEjmFMUff3pqi0RS20pHqZddGAWQOA=&f=J
MT0006564487,Discharge,"Where There Is a Will, There Is a Way","Acerbic, Angry, Cynical, Sarcastic, Harsh, Hostile, Nihilistic, Outraged, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=8G1hmpnp37h_ZJlNQPIpZWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0006640142,Sizzla,Wrath,"Angry, Bitter, Confrontational, Fiery, Hypnotic, Rebellious, Reckless, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=KJ7OonEukA5--sJYpfLj25jWf7KriH64XH0cLbjLrOY=&f=J
MT0006640857,Stéphane Grappelli,Runnin' Wild,"Exciting, Gutsy, Intense, Knotty, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=kNAdHFp6dgDto8dmbNoXoP3pqi0RS20pHqZddGAWQOA=&f=J
MT0006672286,Scrawl,Disappear Without a Trace,"Bleak, Gloomy, Sad, Somber, Sparse",http://rovimusic.rovicorp.com/playback.mp3?c=sHeWhRRJ5pkDZkVGxYhjMs2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0006742179,Force of Evil,Misery Man,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=iSt6i_Mv0KrNkiygoZOGRvh0BJxFGWncDvRkmPV4knk=&f=J
MT0006746691,Disturbed,Voices,"Aggressive, Angry, Brooding, Rebellious",http://rovimusic.rovicorp.com/playback.mp3?c=63PxUBzQKCW0A5J0eq0SUvQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0006747288,The Chieftains,I'll Tell Me Ma,"Cheerful, Positive, Pulsing, Strong, Swinging",http://rovimusic.rovicorp.com/playback.mp3?c=ak1PBJa7fG_5533S_B7uZ_h0BJxFGWncDvRkmPV4knk=&f=J
MT0006764092,Boyz Wit Da Bass,Searching for That Booty,"Outrageous, Sexual, Silly, Sleazy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=fCXvhYZLQ2vhnj2sIXVV_KwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0006769480,Dr. John,Anutha Zone,"Agreeable, Nostalgic, Serious, Striding, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=LI-KPmKCwdmcnfuxVXYNjc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0006798861,Coldseed,Five More to Fix,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=sUI4Lg0x-9wSCC2o9Y2kBfh0BJxFGWncDvRkmPV4knk=&f=J
MT0006806145,Soulfly,I and I,"Confrontational, Fiery, Hostile, Rebellious, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=sSmrhcZnoGcfsAKiQbvajvh0BJxFGWncDvRkmPV4knk=&f=J
MT0006810990,Youth Brigade,Care,"Angry, Anguished, Distraught",http://rovimusic.rovicorp.com/playback.mp3?c=x-UzIhZHO8N-mw9ExhL2U5jWf7KriH64XH0cLbjLrOY=&f=J
MT0006862088,Breakdown,Plus/Minus,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=dZOxJGglr1mmMyYsLujnwoapJnH0KBK7tayJ1L1z1aM=&f=I
MT0006903607,Fear,Waiting for the Meat,"Angry, Outrageous, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=AGTXEUvlt8Dhi8MIJKdXhDqpU4hxl5saPDaNIVORh-E=&f=J
MT0006919273,Vern Gosdin,The Garden,"Anguished, Distraught, Cold, Gloomy, Rustic, Sad, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=QmZd0wYZWs5R7LZ1OY_J8JjWf7KriH64XH0cLbjLrOY=&f=J
MT0006919878,Kraut,Abortion,"Angry, Fierce, Hostile, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=HbPXqHeu9I7xwqgbht3N3qwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0006939177,Onyx,Phat ('N' All Dat),"Harsh, Outrageous, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=YP-eb72MfxPk2uq81lMZ1_3pqi0RS20pHqZddGAWQOA=&f=J
MT0006955716,Josh Groban,Little Drummer Boy,"Amiable, Good-Natured, Confident, Dramatic, Elaborate, Elegant, Gentle, Innocent, Literate, Lush, Passionate, Precious, Refined, Reflective, Restrained, Sentimental, Smooth, Somber, Soothing, Sophisticated, Stylish, Theatrical, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=_Fi984y9l0d8qjLkaOAWjjqpU4hxl5saPDaNIVORh-E=&f=J
MT0006983241,Alvin & the Chipmunks,Rudolph the Red-Nosed Reindeer,"Campy, Carefree, Cheerful, Fun, Happy, Innocent, Light, Silly, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=2sfvLQyG8Dj6CFjPpeNLHTqpU4hxl5saPDaNIVORh-E=&f=J
MT0006996768,The Cadillacs,Please Mr. Johnson,"Exciting, Humorous, Silly",http://rovimusic.rovicorp.com/playback.mp3?c=JoAYSwHxBPXtLmtLM8fmbf3pqi0RS20pHqZddGAWQOA=&f=J
MT0007013069,Sparks,Pulling Rabbits Out of a Hat,"Euphoric, Mighty, Mystical, Powerful, Thrilling",http://rovimusic.rovicorp.com/playback.mp3?c=nBdS0cMIiSaybVnjHZ6MZvQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0007039041,Merle Haggard,Thanks to Uncle John,"Agreeable, Nostalgic, Pure",http://rovimusic.rovicorp.com/playback.mp3?c=YtqZxTxRiEN6-6QdUC3uj_3pqi0RS20pHqZddGAWQOA=&f=J
MT0007043504,Onyx,Bichasniguz,"Harsh, Outrageous, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=Z-PDkJHsKXv-SS3tm7boGTqpU4hxl5saPDaNIVORh-E=&f=J
MT0007043936,The Kinks,Helga,"Dreamy, Lonely, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=5DFhr435GG4Veoikmf7loDqpU4hxl5saPDaNIVORh-E=&f=J
MT0007053424,Pharoah Sanders,Hum-Allah-Hum-Allah-Hum Allah,"Atmospheric, Cerebral, Epic, Ethereal, Nocturnal, Precious, Spiritual, Stately, Witty, Wry",http://rovimusic.rovicorp.com/playback.mp3?c=HoMSZWLrX-NJZcz2GxWaDpjWf7KriH64XH0cLbjLrOY=&f=J
MT0007057303,Mariah Carey,It's Like That [Main Version],"Celebratory, Lively, Nocturnal, Playful, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=_CZQmyJpMIM_IcOA2MfaL4apJnH0KBK7tayJ1L1z1aM=&f=J
MT0007064420,Frank Sinatra,You Brought a New Kind of Love to Me,"Amiable, Good-Natured, Carefree, Cheerful, Confident, Earnest, Elegant, Exuberant, Intimate, Playful, Poignant, Refined, Relaxed, Romantic, Sentimental, Smooth, Sophisticated, Springlike, Stylish, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=lS-b_-HJa9GWcCU3Z_WEmv3pqi0RS20pHqZddGAWQOA=&f=J
MT0007067293,Erasure,Amateur Hour,"Cheerful, Positive, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=Su5-PApQIYXC0cYkrvFjapjWf7KriH64XH0cLbjLrOY=&f=J
MT0007087238,Alvin & the Chipmunks,Christmas Time (Greensleeves),"Campy, Innocent, Naive, Precious, Soft, Quiet",http://rovimusic.rovicorp.com/playback.mp3?c=NMJmVoSx6nhZy1jG-WMXbKwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0007099407,Chely Wright,The Bumper of My SUV,"Anguished, Distraught, Gloomy",http://rovimusic.rovicorp.com/playback.mp3?c=G-aWhvEr4QE_Ct6NzyHIOfKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0007107079,Nicole C. Mullen,"O Come, O Come, Emmanuel","Nostalgic, Sad, Serious",http://rovimusic.rovicorp.com/playback.mp3?c=8f1U1RMJyl-SAnGSkcwdKawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0007119529,Pedro Infante,Di Que No,"Agreeable, Nostalgic, Positive",http://rovimusic.rovicorp.com/playback.mp3?c=jo-SuJ-rens60342TVzj24apJnH0KBK7tayJ1L1z1aM=&f=J
MT0007147603,Buddy Guy,Messin' with the Kid,"Gritty, Gutsy, Intense",http://rovimusic.rovicorp.com/playback.mp3?c=TeGb7SbEA2khh1ht15FREfh0BJxFGWncDvRkmPV4knk=&f=J
MT0007186714,Don Gibson,Two of Us Together,"Delicate, Earthy, Gentle, Organic, Refined, Relaxed, Reserved, Reverent, Rustic, Searching, Soft, Quiet, Soothing, Whimsical, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=nttCQaDoQhLL79VsGSxn9M2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0007207968,Enya,Cursum Perficio,"Atmospheric, Circular, Dreamy, Ethereal, Hypnotic, Lush, Nocturnal, Ominous, Pastoral",http://rovimusic.rovicorp.com/playback.mp3?c=Uj5YEu7L2xltu5QRsqVawDqpU4hxl5saPDaNIVORh-E=&f=J
MT0007232134,Josh Groban,Panis Angelicus,"Elaborate, Innocent, Lush, Precious, Restrained, Somber, Soothing, Theatrical, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=WrdCmHwTimVSW_DSS_TFfTqpU4hxl5saPDaNIVORh-E=&f=J
MT0007265208,Blind James Campbell,Do You Remember (Theme Song),"Eccentric, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=nZbaPL5M7T_tZx7YfOXU2fQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0007338724,Ida Cox,Wild Women Don't Have the Blues,"Anguished, Distraught, Greasy",http://rovimusic.rovicorp.com/playback.mp3?c=iU76_3gNK3wGkHSeS5ySGJjWf7KriH64XH0cLbjLrOY=&f=J
MT0007342701,Cliff Richard,The Game,"Calm, Neutral, Nostalgic, Pulsing",http://rovimusic.rovicorp.com/playback.mp3?c=U_KLSc6RsW5KCc3aa4wfIPh0BJxFGWncDvRkmPV4knk=&f=J
MT0007349999,Lillie Mae,Buggy Jail House Blues,"Anguished, Distraught, Greasy",http://rovimusic.rovicorp.com/playback.mp3?c=N96ZADlTvS3c8Q76nPCBLzqpU4hxl5saPDaNIVORh-E=&f=J
MT0007372035,Midnight Oil,(Untitled),"Acerbic, Bitter, Brooding, Cerebral, Complex, Rebellious, Visceral",http://rovimusic.rovicorp.com/playback.mp3?c=AjjzdASn6ifbj66obDy17qwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0007379559,Orangeburg Massacre,The Great Western Train Chase,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=yvC-BdQ50mx-U1CKvvrmjvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0007379700,Babes in Toyland,You're Right,"Aggressive, Angry, Cathartic, Confrontational, Cynical, Sarcastic, Fiery, Harsh, Hostile, Intense, Provocative, Rebellious, Reckless, Uncompromising, Visceral",http://rovimusic.rovicorp.com/playback.mp3?c=eCCl5wz5Y9chSiJ98HG9ffh0BJxFGWncDvRkmPV4knk=&f=I
MT0007410187,The Ink Spots,I Wish I Could Say the Same,"Bitter, Gloomy, Sad, Soft, Quiet, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=xqreuR6f81CGY5WE3R0FwWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0007413949,Divine Empire,Tribulation,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=cHdxOQ5ThIxp8TOpo4ihQ2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0007438571,Liz Phair,Divorce Song,"Bitter, Brash, Cynical, Sarcastic, Literate",http://rovimusic.rovicorp.com/playback.mp3?c=LvfZhxWqzR1GBqwATiLD_TqpU4hxl5saPDaNIVORh-E=&f=J
MT0007439502,Diana Krall,This Can't Be Love,"Boisterous, Cheerful, Effervescent, Exciting, Fun, Giddy, Joyous",http://rovimusic.rovicorp.com/playback.mp3?c=PwGnUQjkf3Et0eeiR_BiD_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0007443823,Louis Armstrong,Hear Me Talkin' to Ya?,"Boisterous, Celebratory, Cheerful, Happy, Joyous",http://rovimusic.rovicorp.com/playback.mp3?c=HWixSeETPQhvpNTpstUgxmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0007453719,Diana Krall,Squeeze Me,"Calm, Neutral, Delicate, Earnest, Elegant, Gentle, Intimate, Laid-Back, Mellow, Poignant, Refined, Relaxed, Romantic, Sensual, Sexy, Smooth, Soothing, Sophisticated, Stylish, Sweet, Warm, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=y9_W8TLqDnfs-hJHEhIGfvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0007477802,Billy Ray Cyrus,Cover to Cover,"Agreeable, Lonely, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=fu56CauNyyb4TmOiaJ0vjIapJnH0KBK7tayJ1L1z1aM=&f=J
MT0007497706,Blind James Campbell,I Never Had Nothing,"Eccentric, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=nZbaPL5M7T_tZx7YfOXU2WjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0007535042,Juan Atkins,Sex on the Beach,"Outrageous, Sexual, Silly, Sleazy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=1Fn7Mf6jll47Pozo8dkmpmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0007550652,Blind James Campbell,Sittin' Here Drinking,"Eccentric, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=nZbaPL5M7T_tZx7YfOXU2TqpU4hxl5saPDaNIVORh-E=&f=J
MT0007556029,Harry Belafonte,"Hallelujah, I Love Her So","Bittersweet, Earthy, Gentle, Laid-Back, Mellow, Melancholy, Nocturnal, Organic, Plaintive, Reserved, Sad, Smooth, Soothing, Theatrical, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=DBaAy9as6Z633I8Is1EKJpjWf7KriH64XH0cLbjLrOY=&f=J
MT0007583962,Blind James Campbell,Will the Circle Be Unbroken,"Eccentric, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=a5mNcRIeMEvQcZFqGDkkDjqpU4hxl5saPDaNIVORh-E=&f=J
MT0007610380,Blind James Campbell,I'm Crazy About You Baby,"Eccentric, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=a5mNcRIeMEvQcZFqGDkkDvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0007627521,Bal-Sagoth,Beneath the Crimson Vaults of Cydonia,"Negative, Nervous, Jittery",http://rovimusic.rovicorp.com/playback.mp3?c=Ddnj_7tta5FLog4WkWRQWjqpU4hxl5saPDaNIVORh-E=&f=J
MT0007652281,Roosevelt Paul Brown,You're Gonna Miss Me,"Anguished, Distraught, Bitter, Bleak",http://rovimusic.rovicorp.com/playback.mp3?c=kLklgOjYgqrrQHAAo836j_QIxMnXLaW9NvEpt_rvU6E=&f=J
